winrate,opening_kills,multikills,5v4,4v5,trades,grenades_damage,flash_assists
55.9,51.7,0.82,77.7,32.3,20.1,22.8,0.22
54.1,55.3,0.84,72.4,31.5,20.1,27.9,0.24
55.9,53.4,0.84,75.0,34.3,21.7,31.6,0.28
51.3,53.4,0.83,73.6,25.9,19.9,23.3,0.16
54.9,53.4,0.85,75.7,31.2,20.3,23.8,0.24
54.8,50.8,0.85,76.8,32.1,21.8,26.2,0.27
53.2,52.3,0.86,72.2,32.4,21.9,19.2,0.08
53.1,52.4,0.81,74.0,30.2,21.4,31.5,0.25
52.6,49.5,0.84,76.5,29.3,22.8,19.1,0.22
52.6,49.8,0.85,75.2,30.2,20.3,28.7,0.24
51.8,50.5,0.81,74.4,28.9,20.4,18.3,0.16
51.5,50.9,0.82,72.3,30.0,19.6,22.0,0.23
50.5,50.6,0.79,71.8,28.7,21.7,29.4,0.28
51.7,48.5,0.8,74.8,30.1,20.3,25.1,0.25
51.2,48.8,0.84,72.2,31.2,20.0,26.4,0.22
50.8,52.9,0.79,71.2,28.0,20.5,24.1,0.21
51.1,50.6,0.79,76.9,24.8,20.4,21.9,0.21
51.2,51.4,0.8,72.5,28.7,21.9,24.7,0.18
49.0,47.3,0.79,73.2,27.3,21.9,24.3,0.2
51.6,50.9,0.79,72.2,30.4,21.4,19.5,0.2
50.8,52.3,0.78,72.2,27.7,19.3,26.1,0.23
49.4,53.8,0.8,69.1,26.5,20.2,18.7,0.21
51.6,50.2,0.77,76.3,26.9,21.9,24.9,0.28
49.4,50.4,0.76,72.8,25.4,21.0,22.1,0.21
49.8,50.2,0.81,71.6,28.0,18.8,19.0,0.17
48.8,47.2,0.77,72.5,27.8,20.4,27.5,0.23
48.2,51.1,0.74,69.7,25.8,20.2,16.1,0.24
47.0,46.7,0.79,69.0,27.8,20.4,21.7,0.15
46.6,47.9,0.76,65.6,29.1,18.1,23.4,0.22
48.2,46.0,0.74,75.8,24.9,18.3,17.9,0.18
45.1,51.3,0.71,66.5,22.6,19.7,21.5,0.21
63.6,56.7,0.95,84.9,35.6,20.6,27.3,0.21
58.6,54.1,0.89,76.7,37.5,23.2,21.6,0.22
55.9,53.2,0.89,74.7,34.5,24.6,27.8,0.24
56.6,52.6,0.9,76.6,34.6,24.3,23.8,0.22
57.2,52.1,0.9,76.6,36.0,19.2,25.7,0.2
55.9,50.5,0.83,75.9,35.9,22.7,27.9,0.27
54.8,51.5,0.88,76.2,32.2,18.8,23.7,0.23
57.9,50.1,0.89,79.8,35.9,23.0,23.8,0.27
57.3,53.8,0.87,77.8,33.7,20.3,24.3,0.2
57.4,49.7,0.87,82.1,33.0,22.5,24.6,0.2
55.3,54.6,0.85,75.5,31.1,20.8,31.6,0.26
53.0,51.6,0.88,75.9,28.5,20.8,23.0,0.19
54.0,52.4,0.86,73.7,32.3,20.8,20.8,0.22
53.9,48.9,0.83,78.6,30.0,20.6,20.7,0.23
55.1,51.6,0.88,76.7,32.2,20.3,31.6,0.19
54.5,50.3,0.84,80.0,28.6,21.8,21.9,0.21
53.2,55.3,0.89,77.4,23.1,22.2,20.0,0.09
52.2,53.1,0.84,70.9,30.5,19.7,32.2,0.24
51.7,50.6,0.86,77.0,25.5,20.9,26.6,0.32
53.1,54.9,0.85,73.2,28.3,19.5,21.9,0.26
52.5,50.6,0.89,75.7,28.6,21.8,20.6,0.21
51.2,50.4,0.83,70.1,31.8,20.4,16.1,0.23
53.4,50.3,0.86,77.0,29.6,22.1,22.9,0.15
53.8,50.3,0.8,74.0,33.3,19.4,19.2,0.24
52.5,53.2,0.8,72.7,29.3,24.5,19.5,0.28
52.6,52.7,0.81,72.9,30.1,21.4,25.4,0.18
52.8,52.9,0.82,74.1,29.2,22.9,17.5,0.21
52.2,48.3,0.82,73.9,31.7,19.2,18.9,0.18
52.0,52.8,0.83,74.9,26.5,23.2,25.8,0.26
51.6,48.4,0.86,72.1,32.0,19.1,24.1,0.2
51.4,51.8,0.82,70.0,31.5,21.5,25.1,0.22
51.4,55.4,0.85,69.6,28.8,23.2,17.0,0.18
50.3,51.1,0.77,71.8,27.8,19.8,21.3,0.18
53.0,50.3,0.81,73.4,32.2,22.8,22.6,0.29
50.9,51.4,0.78,69.9,31.0,20.5,20.9,0.25
56.2,48.2,0.78,77.2,36.7,22.9,27.2,0.27
53.3,50.9,0.79,76.4,29.4,21.3,30.1,0.21
50.1,48.2,0.82,76.0,26.1,21.1,19.3,0.12
52.1,51.4,0.82,70.7,32.4,22.0,22.8,0.25
50.1,50.5,0.79,70.6,29.3,22.0,20.2,0.24
49.7,46.9,0.81,72.7,29.5,21.8,18.5,0.18
51.1,49.0,0.81,73.4,29.7,20.1,19.4,0.2
50.5,49.8,0.82,71.3,29.7,22.4,24.7,0.22
51.2,50.5,0.8,72.3,29.4,19.5,22.2,0.15
52.2,51.9,0.82,74.2,28.6,20.5,21.3,0.25
49.3,47.0,0.81,70.9,30.1,20.1,17.9,0.19
48.9,50.0,0.78,72.0,25.9,20.2,24.2,0.16
50.0,49.7,0.79,70.9,29.4,21.1,24.7,0.25
48.1,52.5,0.81,66.0,28.1,22.0,18.8,0.18
49.3,53.4,0.84,70.7,25.2,21.4,22.2,0.23
49.4,48.6,0.78,74.8,25.5,20.3,25.3,0.2
49.8,54.3,0.83,67.7,28.2,21.0,27.0,0.21
48.9,49.0,0.79,73.7,24.9,20.1,18.4,0.2
50.6,49.0,0.79,72.2,29.9,22.3,22.0,0.27
50.3,49.8,0.8,71.3,29.5,20.2,24.1,0.21
47.7,47.2,0.78,70.4,27.5,18.5,18.2,0.16
49.5,48.8,0.75,71.2,28.8,19.9,18.6,0.17
45.7,49.4,0.8,68.8,23.2,20.5,24.8,0.26
49.3,49.6,0.82,73.9,25.0,19.6,24.9,0.22
49.1,50.5,0.8,70.2,27.7,19.5,28.7,0.19
49.0,50.5,0.8,72.4,25.1,20.7,20.9,0.24
48.5,43.9,0.78,73.8,28.5,20.5,23.0,0.22
46.0,47.6,0.77,67.6,26.2,17.6,25.6,0.24
48.8,50.5,0.75,72.7,24.4,21.2,26.7,0.25
48.8,52.0,0.77,70.9,24.8,17.1,30.7,0.23
46.4,50.8,0.79,66.6,25.7,17.4,19.3,0.21
48.6,49.4,0.8,68.7,28.9,17.9,20.0,0.21
48.7,53.3,0.79,67.4,27.3,18.8,25.5,0.18
46.5,46.8,0.8,70.4,25.6,16.7,22.6,0.23
49.0,44.6,0.79,72.8,29.8,20.7,21.7,0.22
46.8,44.7,0.77,67.4,30.2,21.2,32.6,0.19
47.3,47.7,0.75,72.3,24.5,18.4,16.8,0.2
46.7,47.0,0.75,69.2,26.6,19.6,22.4,0.29
47.0,50.5,0.75,68.9,24.6,18.1,16.7,0.21
44.7,47.5,0.73,69.7,22.1,17.1,18.6,0.22
46.8,46.3,0.73,70.0,27.0,17.8,16.6,0.16
47.8,48.9,0.74,67.6,29.0,21.2,18.6,0.21
44.8,47.6,0.75,69.4,22.4,18.0,19.3,0.18
45.7,47.8,0.77,67.8,25.2,19.2,20.1,0.11
44.7,46.0,0.73,65.3,27.2,18.3,15.1,0.17
45.3,46.7,0.73,70.2,23.7,19.9,22.2,0.27
45.9,44.7,0.75,70.1,26.5,18.2,24.7,0.17
45.4,47.8,0.73,70.2,22.5,17.3,26.8,0.23
44.7,48.2,0.7,71.9,19.3,20.2,21.6,0.2
42.7,47.5,0.79,62.5,24.7,19.9,12.8,0.12
46.4,45.7,0.77,69.6,26.7,18.1,22.7,0.2
61.5,55.6,0.96,78.4,40.4,24.8,26.8,0.27
57.5,55.4,0.86,75.6,35.2,19.8,29.0,0.33
56.6,51.8,0.9,76.4,35.2,22.1,32.4,0.24
55.2,54.3,0.88,75.7,31.2,22.0,21.7,0.18
58.0,59.0,0.87,74.5,34.2,23.2,23.3,0.3
57.0,55.0,0.84,75.8,34.2,20.6,21.0,0.18
55.1,52.9,0.84,77.7,29.7,22.4,31.1,0.23
54.8,51.2,0.82,74.0,34.6,22.1,21.1,0.25
55.3,52.9,0.81,79.2,28.4,22.2,25.7,0.22
53.2,49.5,0.85,75.3,31.4,20.1,23.0,0.16
51.4,50.0,0.8,72.6,30.2,22.4,30.8,0.27
52.5,50.8,0.84,74.5,29.7,22.8,16.5,0.18
52.6,50.8,0.86,69.8,34.8,18.7,24.6,0.19
51.5,53.4,0.83,71.7,28.7,20.6,26.0,0.15
53.3,48.5,0.83,76.1,31.9,21.1,26.6,0.23
51.9,53.2,0.85,72.1,28.9,21.8,18.9,0.23
53.5,54.4,0.86,73.1,30.0,17.8,28.3,0.22
50.3,47.7,0.82,74.0,28.8,23.0,19.1,0.21
53.6,51.6,0.88,72.2,33.8,22.1,14.8,0.19
52.2,54.0,0.82,72.2,28.8,20.5,21.2,0.18
50.9,50.7,0.82,75.0,26.3,20.0,20.9,0.2
53.2,51.6,0.82,72.9,32.4,20.7,22.1,0.21
52.1,50.0,0.83,73.1,31.2,17.8,19.6,0.21
51.1,55.2,0.82,72.0,25.4,21.1,23.3,0.14
49.9,48.6,0.8,69.6,31.2,23.1,19.7,0.18
50.9,50.9,0.8,70.1,31.0,19.7,24.3,0.15
51.0,51.5,0.8,70.1,30.7,20.6,23.1,0.23
50.9,51.7,0.81,70.8,29.5,19.5,25.8,0.22
52.5,52.8,0.8,72.1,30.9,19.4,21.7,0.26
50.5,49.8,0.79,73.1,27.8,21.9,25.5,0.24
51.6,51.4,0.83,69.3,32.7,22.0,19.9,0.23
53.7,49.0,0.85,75.6,32.7,19.4,22.4,0.13
52.2,54.6,0.86,72.3,28.2,21.6,17.6,0.19
50.6,49.9,0.81,71.0,30.4,20.9,24.3,0.24
50.5,46.8,0.8,71.7,31.8,21.8,25.7,0.24
49.0,44.7,0.79,74.2,28.6,21.0,25.2,0.2
50.0,46.9,0.84,72.5,30.2,22.4,24.0,0.14
49.0,43.6,0.82,71.7,31.4,21.9,28.2,0.18
51.1,49.0,0.81,71.1,31.9,21.1,27.5,0.28
50.2,50.9,0.77,74.2,25.0,21.2,23.6,0.2
49.0,49.0,0.81,69.8,28.8,18.3,15.9,0.22
50.0,51.5,0.8,71.4,27.2,22.2,24.3,0.26
49.1,49.3,0.8,69.6,29.2,20.3,23.5,0.17
50.3,51.2,0.77,71.3,28.3,20.4,32.9,0.19
48.2,49.7,0.79,70.8,25.9,19.8,18.0,0.09
46.4,47.6,0.77,73.3,22.2,18.6,20.6,0.18
50.1,51.0,0.79,72.3,26.8,19.4,22.4,0.15
49.3,49.0,0.81,73.9,25.8,17.0,23.8,0.15
48.9,49.5,0.76,71.5,26.6,20.2,22.6,0.19
49.6,50.6,0.79,68.6,30.1,20.9,17.5,0.25
47.4,49.7,0.77,73.2,21.8,19.6,16.7,0.22
48.9,50.7,0.76,69.1,28.2,20.1,28.5,0.23
48.0,48.7,0.8,70.0,27.1,18.2,21.0,0.21
45.3,48.1,0.76,62.2,29.6,20.8,19.2,0.24
46.9,46.4,0.75,68.7,28.2,19.8,22.3,0.19
47.8,48.2,0.76,67.7,29.1,18.9,27.1,0.26
47.1,48.6,0.72,68.2,27.2,19.2,20.8,0.21
38.7,44.8,0.69,63.7,18.3,17.8,21.0,0.15
62.1,57.2,0.97,79.6,38.9,24.7,34.6,0.34
57.5,59.5,0.93,75.4,31.1,22.8,21.7,0.27
55.2,57.0,0.84,76.1,27.5,21.8,17.1,0.22
55.8,50.3,0.89,75.4,35.9,21.3,25.1,0.17
56.6,53.8,0.84,76.1,34.0,21.0,32.5,0.2
57.6,52.3,0.89,75.8,37.6,22.6,24.5,0.24
56.8,55.7,0.85,77.1,31.8,22.0,22.6,0.32
53.3,48.4,0.87,72.9,35.0,22.1,32.2,0.18
53.5,55.5,0.86,72.7,29.8,20.3,26.2,0.21
51.7,55.8,0.79,67.6,31.7,21.9,22.9,0.22
53.2,52.4,0.8,71.9,32.3,20.4,32.6,0.23
51.2,49.2,0.87,70.9,32.5,23.8,24.3,0.2
54.4,56.3,0.83,71.2,32.7,21.4,24.5,0.24
55.1,52.5,0.85,79.8,27.8,18.9,24.6,0.26
52.9,52.2,0.81,73.6,30.2,23.0,24.0,0.24
53.9,48.1,0.84,75.3,34.0,20.2,28.2,0.19
52.1,52.8,0.8,73.4,28.3,20.2,29.7,0.3
51.6,50.5,0.89,71.2,31.6,23.3,29.0,0.21
52.9,47.9,0.8,73.1,34.2,19.6,28.1,0.16
50.9,50.9,0.8,69.3,31.6,22.2,20.6,0.25
51.6,50.9,0.81,73.8,28.6,18.6,19.0,0.18
53.7,51.3,0.78,75.4,30.7,19.0,31.2,0.22
53.9,53.2,0.8,77.6,26.9,17.8,18.3,0.19
50.9,50.7,0.8,73.5,27.8,22.9,22.3,0.15
52.2,53.4,0.8,71.3,30.6,20.8,28.0,0.26
51.4,48.2,0.79,78.4,26.3,20.2,18.9,0.19
51.0,45.3,0.8,74.1,31.9,21.9,20.3,0.27
49.3,53.6,0.83,68.8,27.0,22.5,31.3,0.17
52.2,48.2,0.78,76.3,29.6,19.3,24.4,0.19
51.9,49.6,0.8,79.8,24.6,20.3,23.6,0.17
49.6,49.6,0.79,66.2,33.3,20.0,34.7,0.24
53.4,52.6,0.77,70.5,34.5,20.8,20.6,0.25
48.2,50.4,0.78,72.0,23.8,22.8,24.7,0.23
52.7,51.1,0.81,74.4,29.4,17.9,23.2,0.21
49.3,49.0,0.86,72.4,27.3,23.8,20.5,0.14
50.7,50.3,0.84,69.8,31.3,21.1,25.8,0.19
49.4,48.1,0.79,72.2,28.4,16.8,26.3,0.24
50.5,48.7,0.78,75.7,26.6,18.3,21.1,0.2
50.5,50.2,0.75,74.8,26.0,18.5,22.9,0.23
46.4,47.1,0.75,75.0,20.9,17.2,24.7,0.22
46.2,49.6,0.76,66.8,25.9,20.8,21.5,0.18
47.6,44.8,0.79,64.1,34.2,22.0,22.0,0.16
48.9,45.6,0.81,76.7,25.7,20.2,26.8,0.25
47.9,52.5,0.79,69.8,23.7,21.5,16.1,0.13
51.9,52.2,0.82,76.3,24.8,23.0,21.1,0.15
48.0,49.6,0.77,75.6,20.9,21.3,20.9,0.2
47.6,49.6,0.79,70.9,24.8,18.7,21.1,0.23
48.6,48.0,0.82,78.5,21.1,17.8,19.9,0.1
46.2,48.3,0.79,70.9,23.2,19.0,23.4,0.21
47.9,47.6,0.77,72.6,25.5,19.0,32.7,0.19
47.2,46.9,0.79,70.7,26.7,19.5,18.9,0.13
42.2,48.0,0.77,59.3,26.3,15.9,25.5,0.12
66.9,62.7,0.99,80.6,44.4,22.3,33.6,0.28
58.1,56.1,0.86,77.5,33.3,24.9,22.8,0.17
56.1,58.8,0.97,75.3,28.6,23.6,26.4,0.14
56.4,52.0,0.96,74.5,36.7,21.0,28.9,0.25
56.5,53.8,0.9,77.9,31.7,21.7,17.0,0.14
58.0,53.8,0.85,78.4,34.2,22.1,29.4,0.29
54.3,50.4,0.96,74.6,33.9,19.9,24.8,0.26
56.6,53.3,0.88,76.2,34.3,24.4,22.6,0.29
57.9,53.8,0.92,77.3,35.2,20.4,26.8,0.22
57.3,52.9,0.93,75.4,37.0,21.1,26.1,0.16
54.5,55.2,0.91,72.0,32.6,21.1,26.8,0.1
55.3,54.0,0.83,75.4,31.9,19.2,30.0,0.2
58.5,55.7,0.83,79.7,31.6,22.8,26.8,0.31
55.4,51.9,0.85,75.4,34.0,23.3,22.0,0.22
55.6,55.5,0.91,73.4,33.6,22.5,30.4,0.2
54.8,53.8,0.86,74.7,31.6,22.0,24.4,0.32
56.0,58.5,0.88,77.4,26.3,21.8,25.4,0.1
56.1,52.3,0.85,76.4,34.2,25.5,27.2,0.21
56.2,50.2,0.87,73.5,38.7,22.7,21.8,0.17
55.4,54.4,0.85,73.1,34.8,22.5,25.3,0.24
55.8,52.2,0.83,79.8,29.0,23.2,19.3,0.24
52.3,51.5,0.86,72.8,30.6,20.7,29.3,0.19
55.7,51.6,0.85,75.9,34.1,23.2,29.3,0.36
58.2,57.2,0.79,77.7,33.1,21.6,30.4,0.27
56.1,54.0,0.84,75.7,33.3,22.7,20.3,0.22
53.3,49.5,0.88,76.2,30.4,22.2,26.8,0.29
55.7,50.8,0.82,71.2,39.5,20.9,20.6,0.23
52.8,55.1,0.86,70.6,31.3,23.2,26.3,0.24
54.3,54.3,0.84,81.0,22.6,20.2,31.5,0.19
53.2,51.7,0.83,75.5,29.9,21.3,21.0,0.16
55.2,53.8,0.79,77.1,29.8,20.4,25.3,0.23
52.6,53.4,0.84,70.8,31.8,18.7,28.1,0.21
52.3,51.9,0.86,72.6,30.4,21.8,23.6,0.2
53.7,51.1,0.84,77.1,29.3,20.4,23.9,0.19
51.8,52.5,0.85,74.3,27.1,18.9,24.1,0.21
52.1,49.8,0.82,75.8,28.7,23.2,25.9,0.23
52.9,52.0,0.93,73.9,30.2,20.2,22.5,0.28
54.7,49.6,0.8,74.6,35.0,23.1,19.6,0.22
53.1,52.0,0.82,76.3,28.2,21.5,20.5,0.29
50.5,54.2,0.82,71.1,26.0,23.2,28.4,0.29
52.6,52.3,0.82,71.5,32.2,19.3,25.7,0.22
53.6,51.9,0.79,76.0,29.5,20.0,25.9,0.13
51.7,48.5,0.85,74.8,29.7,23.0,30.8,0.23
52.2,51.0,0.8,76.6,27.0,19.8,23.0,0.17
52.3,55.2,0.81,74.7,24.8,21.0,23.5,0.24
49.8,47.5,0.79,71.8,29.3,21.7,22.8,0.17
52.6,50.5,0.83,74.6,30.1,20.6,21.3,0.23
53.8,53.3,0.81,71.6,33.3,21.7,27.6,0.26
51.6,47.0,0.87,74.2,31.5,21.5,23.9,0.17
52.7,49.3,0.83,75.6,30.2,19.8,36.2,0.3
51.2,50.3,0.79,74.5,27.7,21.3,24.4,0.18
49.8,52.1,0.75,69.4,28.5,18.1,25.1,0.19
52.2,53.3,0.8,71.5,30.0,23.5,28.0,0.25
51.5,49.5,0.89,71.7,32.0,19.4,20.3,0.11
53.1,48.0,0.86,72.3,35.3,17.5,25.0,0.25
51.0,52.0,0.78,70.0,30.8,20.6,22.0,0.16
50.2,46.2,0.86,73.3,30.0,19.9,15.3,0.19
49.0,54.1,0.87,69.3,24.8,16.4,24.9,0.2
51.5,49.3,0.76,73.1,30.6,18.5,22.6,0.15
51.8,53.0,0.76,73.9,27.2,21.0,17.1,0.17
51.9,47.8,0.77,79.2,27.0,19.8,20.0,0.23
50.1,49.3,0.76,72.0,28.7,20.1,17.7,0.26
51.3,47.6,0.79,74.6,30.2,23.0,16.2,0.21
51.5,54.1,0.78,68.1,32.1,20.7,30.9,0.23
48.7,47.7,0.85,72.6,26.8,20.7,24.2,0.15
50.3,46.2,0.75,76.5,28.0,20.9,20.9,0.21
50.9,51.4,0.81,72.4,28.2,19.2,21.2,0.18
49.9,48.0,0.79,71.7,29.9,20.7,22.5,0.22
48.3,47.3,0.75,71.9,27.3,20.9,22.9,0.25
50.1,50.4,0.75,71.6,28.4,19.1,29.5,0.18
47.4,47.4,0.85,70.8,26.3,19.7,22.1,0.15
48.0,49.8,0.77,65.2,30.9,18.6,23.0,0.23
48.6,50.2,0.69,63.9,33.1,21.2,23.0,0.19
48.3,46.8,0.82,69.1,30.0,22.0,23.1,0.26
46.6,49.2,0.77,67.1,26.9,18.6,27.5,0.24
48.8,47.0,0.7,76.2,24.6,19.5,30.5,0.24
49.3,48.4,0.8,68.3,31.5,19.5,24.9,0.19
44.1,47.3,0.78,64.5,25.8,20.7,21.5,0.17
48.5,47.3,0.75,79.2,21.3,20.8,24.7,0.3
46.0,47.3,0.77,70.4,23.9,18.8,22.0,0.25
46.2,45.4,0.72,72.2,24.6,20.3,25.8,0.18
47.7,45.7,0.74,69.4,29.5,18.6,28.3,0.23
46.2,47.9,0.76,72.8,21.8,19.6,25.5,0.3
44.1,46.1,0.75,68.1,22.8,20.4,21.5,0.24
47.2,52.0,0.76,65.9,26.9,17.4,22.4,0.23
47.5,45.8,0.75,68.1,30.1,18.9,23.5,0.17
44.3,47.9,0.7,67.1,23.4,18.5,20.4,0.1
45.2,46.0,0.71,68.6,25.4,19.0,20.7,0.17
42.5,44.0,0.69,65.5,23.7,17.0,20.9,0.21
43.2,46.0,0.68,71.1,19.6,16.7,17.5,0.22
64.5,56.0,0.97,81.4,43.1,22.3,33.4,0.24
58.0,58.7,0.91,72.8,36.8,24.1,32.4,0.25
57.6,54.8,0.88,76.5,34.8,22.8,25.2,0.2
62.6,57.7,0.91,83.0,35.1,23.7,27.9,0.24
60.4,54.4,0.82,78.1,39.2,22.7,22.9,0.2
57.7,56.0,0.82,78.7,31.1,22.0,23.0,0.26
53.0,55.2,0.85,72.6,28.5,22.2,29.1,0.21
54.2,53.9,0.82,76.9,27.7,20.2,19.2,0.21
51.6,50.9,0.84,73.1,29.2,22.4,22.2,0.28
57.2,56.9,0.79,76.8,31.6,19.7,32.0,0.22
52.5,53.7,0.85,72.2,29.7,20.4,23.5,0.15
54.0,53.5,0.81,76.1,28.8,19.9,23.3,0.24
51.6,50.1,0.86,70.8,32.5,20.6,24.0,0.23
53.9,51.4,0.84,77.0,29.6,23.7,19.9,0.23
52.8,49.3,0.85,75.8,30.2,20.8,31.0,0.23
54.4,54.3,0.82,73.9,31.3,23.0,23.1,0.17
53.9,53.6,0.82,74.9,29.6,21.1,19.3,0.25
51.7,51.7,0.84,72.5,29.6,22.9,23.7,0.2
53.1,48.6,0.8,77.0,30.5,19.2,19.6,0.17
51.9,49.0,0.81,73.9,30.9,17.8,20.5,0.13
52.9,53.2,0.79,71.7,31.5,20.7,28.7,0.27
49.7,53.4,0.79,68.9,27.6,22.6,27.6,0.29
50.8,50.3,0.81,75.7,25.7,20.7,23.0,0.2
50.4,52.9,0.81,71.8,26.2,20.7,22.0,0.22
51.6,51.9,0.84,72.3,29.2,20.7,16.6,0.19
54.7,51.5,0.81,75.9,32.2,23.5,26.7,0.21
50.0,51.1,0.81,71.0,27.9,21.7,24.7,0.22
51.8,53.4,0.8,71.8,28.8,20.9,22.3,0.24
49.8,52.6,0.82,72.0,25.4,20.8,24.6,0.11
51.0,48.4,0.81,73.1,30.2,20.5,22.2,0.2
51.5,51.9,0.8,72.8,28.8,19.0,21.2,0.2
51.7,49.1,0.78,72.6,31.7,21.1,25.9,0.22
49.5,43.8,0.83,72.5,31.3,21.7,24.0,0.28
52.6,52.8,0.82,70.4,32.8,21.0,28.9,0.25
49.0,46.6,0.78,70.2,30.5,19.0,19.5,0.17
49.6,48.4,0.78,70.4,30.3,20.0,26.7,0.21
48.6,49.2,0.75,72.6,25.3,22.6,20.6,0.13
51.2,50.3,0.75,72.5,29.6,18.1,24.7,0.15
47.6,51.1,0.82,67.6,26.7,18.7,22.1,0.15
50.1,49.0,0.77,69.4,31.4,19.0,23.1,0.2
50.2,50.9,0.77,71.6,28.1,19.3,19.4,0.2
49.8,47.8,0.77,73.3,28.4,18.3,22.5,0.17
47.6,49.8,0.78,71.6,23.8,18.9,18.1,0.2
48.4,44.9,0.81,71.5,29.8,23.1,24.9,0.18
48.6,50.3,0.73,72.1,24.9,20.5,24.6,0.22
51.1,47.7,0.81,71.7,32.3,23.0,21.2,0.21
50.4,48.0,0.79,74.7,28.2,20.4,16.6,0.16
49.0,48.9,0.82,67.3,31.6,19.7,24.6,0.23
51.0,46.1,0.79,72.3,32.8,20.6,15.9,0.21
49.2,51.9,0.72,73.1,24.1,20.0,24.4,0.19
50.8,51.0,0.76,71.8,28.9,22.0,23.9,0.18
47.7,43.8,0.73,74.4,26.6,19.8,25.1,0.21
48.2,49.5,0.74,70.9,26.3,18.3,18.1,0.25
45.2,47.6,0.75,67.9,24.6,18.5,26.3,0.23
44.5,45.7,0.69,65.9,26.5,20.3,17.3,0.16
43.3,43.0,0.68,69.3,23.5,17.5,27.5,0.16
39.7,43.1,0.64,62.0,22.7,15.9,21.9,0.1
61.0,58.8,0.9,75.4,40.2,22.8,30.6,0.3
57.3,54.6,0.94,77.9,32.8,21.4,24.3,0.19
57.7,54.7,0.9,77.9,33.3,21.5,30.6,0.21
55.6,59.3,0.84,73.8,29.2,21.3,20.3,0.19
53.7,47.0,0.9,80.0,30.3,22.8,24.1,0.27
55.2,52.3,0.85,75.2,33.2,23.2,28.6,0.17
57.3,51.4,0.84,77.4,36.2,23.9,24.6,0.2
56.2,49.5,0.86,78.8,34.2,23.3,29.0,0.26
55.1,50.8,0.85,81.1,28.4,23.0,23.9,0.2
53.1,55.0,0.79,72.7,29.4,21.9,25.2,0.2
54.8,53.4,0.84,75.0,31.5,20.3,28.0,0.21
54.3,53.0,0.81,72.7,33.5,20.8,24.6,0.16
55.7,53.8,0.91,77.4,30.4,24.4,29.5,0.28
51.5,54.4,0.82,69.4,30.2,20.2,28.6,0.25
53.2,51.9,0.82,73.6,31.4,21.3,27.0,0.19
54.2,54.2,0.86,75.1,29.4,23.4,29.3,0.26
54.5,47.7,0.89,79.2,32.2,25.0,24.8,0.22
54.2,53.9,0.81,72.5,32.9,21.1,26.6,0.28
51.6,54.7,0.9,68.1,31.6,21.7,20.9,0.21
51.4,52.9,0.82,71.2,29.4,19.5,30.0,0.24
51.7,50.6,0.83,74.9,28.0,20.9,22.9,0.28
53.2,46.4,0.81,71.7,37.2,20.7,26.1,0.16
52.9,49.5,0.81,73.1,33.0,21.3,19.8,0.21
53.2,48.9,0.81,72.2,35.0,18.5,19.3,0.18
50.9,47.1,0.8,80.3,24.6,21.5,20.8,0.3
51.3,50.8,0.8,72.6,29.4,19.7,34.8,0.22
52.3,54.2,0.78,71.7,29.2,19.7,22.6,0.18
49.2,53.3,0.82,71.3,24.1,22.0,21.0,0.19
50.1,50.6,0.83,70.8,29.2,20.0,25.0,0.14
53.5,53.5,0.83,73.1,30.4,21.9,20.6,0.17
52.3,48.9,0.83,75.3,30.2,21.6,18.1,0.23
50.6,52.7,0.82,67.8,31.4,20.8,28.8,0.21
48.1,52.6,0.77,66.2,27.8,20.6,22.5,0.18
51.9,52.2,0.79,73.7,28.4,17.9,22.8,0.16
52.1,46.5,0.82,70.9,35.8,21.1,21.7,0.19
51.3,47.8,0.82,73.4,30.9,22.0,22.3,0.21
51.4,51.8,0.8,74.2,27.0,20.3,29.8,0.23
52.0,53.6,0.81,70.1,31.4,18.0,24.3,0.23
52.0,50.0,0.82,72.5,31.7,23.8,17.5,0.16
48.5,51.3,0.77,70.9,25.4,22.9,27.1,0.2
52.3,53.2,0.77,73.0,28.8,18.8,22.6,0.16
50.3,51.8,0.8,72.1,26.9,19.8,25.9,0.26
51.2,48.9,0.79,75.7,27.9,19.2,27.1,0.25
51.7,52.8,0.85,77.5,23.1,19.5,18.8,0.27
52.2,48.5,0.81,74.7,30.9,20.7,24.6,0.18
48.9,48.9,0.81,72.5,26.7,20.2,30.9,0.2
50.5,51.1,0.78,74.8,25.0,20.0,23.6,0.13
48.7,47.7,0.78,71.9,27.4,18.5,20.7,0.24
50.2,49.5,0.81,71.6,29.3,19.3,28.9,0.24
52.1,51.0,0.81,74.8,28.6,19.6,23.3,0.22
50.2,52.9,0.81,74.1,23.5,18.0,25.8,0.33
52.8,51.1,0.76,77.0,27.6,19.7,28.6,0.22
50.1,48.6,0.78,70.2,31.1,17.2,22.5,0.21
49.8,49.2,0.83,73.3,27.1,20.1,27.8,0.21
50.0,49.9,0.74,74.5,25.7,19.9,21.1,0.21
48.9,47.1,0.76,72.8,27.6,19.6,18.5,0.2
47.9,49.0,0.78,70.5,26.3,21.5,20.9,0.16
49.8,50.2,0.78,70.9,28.4,18.5,20.0,0.17
46.2,47.6,0.72,68.3,26.2,17.0,20.3,0.12
51.2,50.5,0.72,74.6,27.3,21.4,29.3,0.26
47.1,48.2,0.72,63.4,31.9,21.0,22.3,0.2
46.5,48.1,0.72,70.4,24.0,19.3,26.3,0.19
